OrderID,CustomerID,OrderDate,OrderTotal,NumLines,TotalQuantity,SalespersonID,Year,Quarter
50003,1389,2025-03-03,625.73,3,3,4,2025,1
50006,1250,2025-03-15,581.59,2,2,10,2025,1
50007,1390,2025-03-09,283.34,2,4,10,2025,1
50015,1102,2025-01-18,907.56,4,4,5,2025,1
50032,1233,2025-01-15,101.96,1,1,13,2025,1
50038,1183,2025-02-07,257.26,5,7,11,2025,1
50044,1108,2025-01-21,171.92,2,2,13,2025,1
50073,1261,2025-01-06,1535.31,5,10,15,2025,1
50096,1038,2025-01-10,197.67,3,3,15,2025,1
50106,1184,2025-03-31,77.97,2,2,27,2025,1
50108,1218,2025-01-26,758.67,2,5,18,2025,1
50110,1435,2025-02-15,2824.0,3,9,18,2025,1
50128,1332,2025-03-27,467.68,3,3,24,2025,1
50151,1268,2025-02-24,960.71,5,10,5,2025,1
50204,1286,2025-02-24,1210.86,6,8,4,2025,1
50206,1242,2025-01-03,2268.06,4,10,10,2025,1
50214,1493,2025-03-30,351.07,4,4,17,2025,1
50220,1420,2025-01-04,420.37,3,3,3,2025,1
50221,1380,2025-01-08,304.05,3,3,3,2025,1
50230,1055,2025-02-14,281.01,2,3,7,2025,1
50246,1088,2025-01-18,29.32,1,1,2,2025,1
50261,1358,2025-02-05,712.41,1,3,5,2025,1
50269,1319,2025-01-01,612.54,2,3,26,2025,1
50277,1059,2025-02-18,1037.46,4,8,28,2025,1
50282,1345,2025-02-04,1620.71,6,7,16,2025,1
50292,1136,2025-02-07,503.31,1,3,19,2025,1
50297,1353,2025-03-14,158.34,2,2,4,2025,1
50309,1401,2025-03-26,2586.7,6,7,14,2025,1
50315,1489,2025-03-18,108.96,1,1,30,2025,1
50321,1444,2025-03-10,133.76,1,4,14,2025,1
50328,1279,2025-01-26,176.24,3,4,25,2025,1
50330,1397,2025-01-12,1713.75,6,6,24,2025,1
50352,1251,2025-03-19,491.81,3,3,5,2025,1
50368,1486,2025-02-09,588.63,6,6,4,2025,1
50371,1421,2025-02-09,2260.87,5,8,11,2025,1
