OrderID,CustomerID,OrderDate,OrderTotal,NumLines,TotalQuantity,SalespersonID,Year,Quarter
50009,1314,2024-03-20,841.41,6,7,12,2024,1
50010,1324,2024-03-15,592.86,3,4,2,2024,1
50011,1206,2024-03-15,903.14,4,8,26,2024,1
50026,1052,2024-01-28,20.95,1,1,12,2024,1
50047,1063,2024-01-11,952.67,5,6,23,2024,1
50059,1213,2024-03-30,900.99,5,10,28,2024,1
50066,1154,2024-03-06,782.67,2,5,2,2024,1
50071,1070,2024-03-04,1015.6,5,12,5,2024,1
50115,1168,2024-01-02,396.69,3,4,13,2024,1
50116,1457,2024-03-24,1294.52,5,6,22,2024,1
50122,1058,2024-02-15,885.77,4,10,16,2024,1
50127,1409,2024-03-07,1962.33,3,4,25,2024,1
50138,1312,2024-01-24,1319.5,3,6,13,2024,1
50139,1398,2024-01-03,1476.16,6,7,22,2024,1
50145,1057,2024-02-26,367.9,3,3,24,2024,1
50163,1328,2024-01-30,397.72,3,4,11,2024,1
50178,1329,2024-01-23,339.02,2,4,19,2024,1
50181,1235,2024-03-30,1124.7,5,10,7,2024,1
50189,1206,2024-02-27,111.86,2,3,17,2024,1
50207,1336,2024-01-08,13.35,1,3,3,2024,1
50216,1267,2024-01-18,518.77,4,7,20,2024,1
50241,1283,2024-03-19,813.77,3,3,10,2024,1
50248,1053,2024-02-01,255.98,3,3,16,2024,1
50251,1258,2024-01-29,161.84,2,2,13,2024,1
50255,1140,2024-02-12,157.4,2,2,22,2024,1
50281,1363,2024-03-03,2235.48,5,6,2,2024,1
50300,1016,2024-01-03,703.31,6,7,29,2024,1
50307,1287,2024-02-03,228.25,4,5,28,2024,1
50313,1474,2024-01-26,203.65,2,2,23,2024,1
50314,1198,2024-03-02,1971.09,6,9,4,2024,1
50326,1331,2024-01-12,338.72,3,4,16,2024,1
50337,1061,2024-01-22,1466.54,6,6,17,2024,1
50338,1020,2024-03-14,101.04,2,2,18,2024,1
50360,1081,2024-03-01,47.76,2,5,9,2024,1
50366,1169,2024-01-05,247.19,2,4,2,2024,1
50406,1396,2024-03-21,1418.34,4,6,3,2024,1
50419,1208,2024-02-02,253.27,3,6,17,2024,1
50421,1207,2024-03-19,816.36,6,8,9,2024,1
50436,1391,2024-03-24,993.44,3,4,1,2024,1
50437,1195,2024-02-09,786.18,4,7,3,2024,1
50442,1382,2024-02-05,1979.21,2,5,18,2024,1
50449,1331,2024-01-18,580.01,2,2,5,2024,1
50455,1305,2024-02-08,667.19,3,4,8,2024,1
50492,1161,2024-03-14,851.74,4,6,21,2024,1
50497,1328,2024-03-22,826.13,5,5,6,2024,1
50503,1228,2024-01-03,263.56,3,7,7,2024,1
50519,1296,2024-02-19,531.54,2,4,5,2024,1
50526,1187,2024-02-06,1270.22,5,6,5,2024,1
50532,1046,2024-02-11,573.88,4,9,18,2024,1
50546,1247,2024-01-03,515.13,2,2,30,2024,1
50550,1135,2024-01-14,551.85,4,5,9,2024,1
50554,1184,2024-02-02,393.22,2,5,24,2024,1
50566,1193,2024-01-10,909.61,1,1,4,2024,1
50570,1128,2024-01-21,1326.79,2,2,27,2024,1
50572,1264,2024-02-20,748.02,3,7,5,2024,1
50584,1080,2024-01-06,219.42,3,3,10,2024,1
50605,1264,2024-02-20,348.22,5,5,14,2024,1
50616,1425,2024-02-25,482.26,1,2,21,2024,1
50627,1193,2024-01-30,329.34,1,3,26,2024,1
50632,1350,2024-03-05,280.69,3,5,23,2024,1
50648,1215,2024-01-15,2691.02,4,8,1,2024,1
50654,1393,2024-01-26,886.12,6,6,9,2024,1
50666,1278,2024-02-23,105.61,1,1,5,2024,1
50676,1209,2024-01-06,2278.61,3,5,14,2024,1
50681,1274,2024-03-09,219.64,3,4,1,2024,1
50682,1289,2024-01-10,1756.5,4,8,10,2024,1
50684,1348,2024-02-11,1130.02,2,5,5,2024,1
50702,1260,2024-02-15,235.99,3,4,1,2024,1
50715,1113,2024-01-15,1491.55,2,2,13,2024,1
50718,1196,2024-02-15,102.99,1,1,17,2024,1
50739,1399,2024-02-14,371.02,5,5,24,2024,1
50741,1202,2024-02-20,718.29,4,8,7,2024,1
50753,1232,2024-02-18,317.72,1,4,18,2024,1
50766,1355,2024-03-29,547.99,4,4,24,2024,1
50767,1494,2024-01-22,237.58,2,2,18,2024,1
50781,1161,2024-02-27,3057.17,4,6,24,2024,1
