OrderID,CustomerID,OrderDate,OrderTotal,NumLines,TotalQuantity,SalespersonID,Year,Quarter
50017,1456,2023-11-26,393.89,4,7,21,2023,4
50024,1449,2023-12-19,776.24,2,3,17,2023,4
50030,1023,2023-11-02,556.02,3,6,26,2023,4
50031,1485,2023-10-25,335.27,3,4,28,2023,4
50034,1268,2023-12-12,794.01,4,5,9,2023,4
50036,1068,2023-12-17,504.71,6,7,26,2023,4
50083,1209,2023-10-30,1014.36,4,5,23,2023,4
50100,1233,2023-10-31,1053.61,5,5,9,2023,4
50105,1436,2023-10-25,374.08,4,4,27,2023,4
50107,1346,2023-11-17,307.85,2,2,20,2023,4
50148,1335,2023-11-18,622.44,3,5,2,2023,4
50155,1447,2023-12-13,1281.51,5,7,7,2023,4
50161,1246,2023-12-21,171.38,3,3,24,2023,4
50175,1169,2023-10-12,1640.05,4,4,30,2023,4
50185,1228,2023-11-20,340.01,4,4,23,2023,4
50195,1326,2023-11-08,2520.1,4,10,8,2023,4
50199,1233,2023-12-16,837.33,4,8,12,2023,4
50203,1232,2023-12-06,182.85,4,5,17,2023,4
50212,1174,2023-12-30,1112.32,6,9,18,2023,4
50229,1366,2023-12-13,682.56,4,8,16,2023,4
50250,1310,2023-11-26,838.07,2,5,28,2023,4
50256,1493,2023-12-18,661.05,6,7,14,2023,4
50257,1496,2023-10-29,1116.87,4,6,18,2023,4
50262,1262,2023-11-03,402.53,3,4,25,2023,4
50284,1273,2023-10-20,310.21,3,4,30,2023,4
50343,1002,2023-12-05,483.76,2,2,26,2023,4
50347,1475,2023-11-27,1100.88,2,3,16,2023,4
50351,1338,2023-11-05,198.0,2,2,7,2023,4
50365,1339,2023-12-06,393.7,3,4,3,2023,4
50378,1349,2023-11-25,615.37,3,4,23,2023,4
50389,1022,2023-10-31,949.32,4,7,22,2023,4
50391,1098,2023-11-25,183.03,2,2,15,2023,4
50432,1054,2023-10-24,12.32,1,1,16,2023,4
50435,1044,2023-10-16,927.08,4,6,16,2023,4
50446,1073,2023-11-02,1190.75,4,5,29,2023,4
50479,1249,2023-12-05,913.61,5,6,21,2023,4
50486,1230,2023-12-03,333.66,4,7,17,2023,4
50504,1396,2023-11-09,309.89,3,6,2,2023,4
50529,1438,2023-10-25,104.81,2,2,13,2023,4
50574,1444,2023-12-20,161.03,2,2,28,2023,4
50610,1420,2023-10-18,555.99,3,3,21,2023,4
50664,1042,2023-10-18,369.21,4,4,6,2023,4
50675,1411,2023-11-20,410.71,3,5,23,2023,4
50683,1313,2023-10-10,682.51,4,7,3,2023,4
50691,1129,2023-11-11,1222.06,3,4,16,2023,4
50692,1295,2023-12-19,1425.28,1,4,1,2023,4
50703,1402,2023-12-13,761.37,2,4,25,2023,4
50720,1266,2023-10-21,227.65,2,2,5,2023,4
50728,1265,2023-10-20,1107.77,4,5,1,2023,4
50738,1044,2023-10-10,410.86,3,6,17,2023,4
50746,1281,2023-10-19,329.74,1,1,29,2023,4
50749,1178,2023-12-22,1662.46,3,3,7,2023,4
50759,1150,2023-12-15,386.21,3,4,22,2023,4
50770,1387,2023-12-14,1733.22,6,11,20,2023,4
50782,1489,2023-12-28,690.36,5,7,24,2023,4
50786,1127,2023-10-22,19.39,1,1,26,2023,4
50789,1420,2023-12-17,1666.25,4,5,28,2023,4
50792,1243,2023-11-18,787.06,5,7,13,2023,4
50805,1316,2023-12-31,1117.46,5,8,8,2023,4
50818,1444,2023-10-09,1068.63,6,10,13,2023,4
50833,1235,2023-11-20,912.0,4,5,11,2023,4
50842,1121,2023-10-03,1785.59,5,5,24,2023,4
50850,1205,2023-10-14,495.05,3,9,10,2023,4
50870,1249,2023-11-04,685.8,5,9,17,2023,4
50880,1381,2023-12-09,302.18,1,1,14,2023,4
50884,1131,2023-12-19,306.69,2,3,26,2023,4
50886,1062,2023-12-26,395.57,3,5,30,2023,4
50893,1145,2023-12-30,926.45,4,7,24,2023,4
50903,1475,2023-12-12,981.55,4,6,9,2023,4
50910,1160,2023-11-21,1968.7,5,7,21,2023,4
50911,1334,2023-10-26,1381.34,4,6,15,2023,4
50912,1363,2023-10-01,37.5,1,1,26,2023,4
50914,1202,2023-10-05,927.39,3,4,9,2023,4
50947,1440,2023-11-30,2810.69,3,7,5,2023,4
50950,1276,2023-10-06,753.74,6,6,5,2023,4
50960,1273,2023-11-14,240.25,2,2,26,2023,4
50961,1465,2023-12-22,342.16,2,4,15,2023,4
50967,1079,2023-11-07,2655.91,4,5,24,2023,4
50971,1069,2023-12-19,1451.38,3,3,20,2023,4
