OrderID,CustomerID,OrderDate,OrderTotal,NumLines,TotalQuantity,SalespersonID,Year,Quarter
50002,1140,2023-08-03,171.85,3,3,13,2023,3
50019,1271,2023-07-15,470.09,3,5,7,2023,3
50022,1375,2023-09-12,1065.26,3,6,3,2023,3
50042,1116,2023-08-18,778.21,3,4,7,2023,3
50051,1327,2023-09-19,685.25,4,5,29,2023,3
50061,1280,2023-09-16,831.52,2,4,30,2023,3
50063,1078,2023-07-30,136.34,2,2,14,2023,3
50077,1254,2023-07-23,1032.36,5,9,5,2023,3
50078,1311,2023-07-24,1193.52,6,11,28,2023,3
50079,1398,2023-09-27,2924.76,6,8,1,2023,3
50081,1498,2023-07-26,972.45,6,8,11,2023,3
50086,1466,2023-08-01,343.13,3,4,15,2023,3
50088,1169,2023-08-29,1044.94,2,2,22,2023,3
50098,1463,2023-09-20,186.3,2,3,30,2023,3
50099,1329,2023-08-25,234.1,2,2,13,2023,3
50121,1175,2023-07-07,1462.85,4,5,5,2023,3
50137,1224,2023-07-05,654.35,5,5,10,2023,3
50147,1032,2023-09-25,402.53,3,4,11,2023,3
50160,1372,2023-09-12,1431.61,4,9,13,2023,3
50174,1164,2023-09-04,1571.9,2,6,18,2023,3
50197,1287,2023-07-31,1524.22,6,10,30,2023,3
50224,1100,2023-07-12,1905.16,4,6,24,2023,3
50226,1201,2023-08-09,1306.93,3,4,18,2023,3
50228,1400,2023-07-15,451.05,3,3,14,2023,3
50244,1399,2023-07-01,1096.79,4,7,20,2023,3
50254,1390,2023-09-12,396.91,5,6,20,2023,3
50267,1323,2023-08-11,4031.69,5,8,30,2023,3
50268,1102,2023-08-03,243.55,3,5,9,2023,3
50273,1332,2023-07-02,91.93,2,2,16,2023,3
50291,1028,2023-07-24,487.24,2,2,10,2023,3
50298,1151,2023-07-28,906.79,4,6,9,2023,3
50305,1442,2023-08-18,1180.88,4,6,24,2023,3
50319,1380,2023-09-15,1415.84,4,7,9,2023,3
50329,1308,2023-07-21,1500.45,6,6,19,2023,3
50331,1493,2023-07-18,460.15,4,4,25,2023,3
50334,1038,2023-07-11,841.53,4,6,12,2023,3
50342,1433,2023-09-19,1001.95,3,5,5,2023,3
50357,1112,2023-07-08,896.29,5,8,21,2023,3
50363,1178,2023-08-15,354.12,4,5,1,2023,3
50364,1452,2023-08-07,239.62,2,2,8,2023,3
50367,1150,2023-08-12,1082.92,5,9,30,2023,3
50381,1197,2023-09-20,2432.55,6,9,29,2023,3
50397,1033,2023-08-04,847.7,4,5,13,2023,3
50399,1396,2023-08-07,738.77,2,2,20,2023,3
50402,1053,2023-07-30,927.78,5,6,26,2023,3
50414,1027,2023-07-02,3470.07,5,6,5,2023,3
50415,1406,2023-09-15,1878.86,6,7,10,2023,3
50418,1116,2023-09-22,387.59,3,4,12,2023,3
50458,1156,2023-08-04,337.97,2,2,25,2023,3
50461,1176,2023-08-05,1646.01,3,5,2,2023,3
50465,1094,2023-08-15,420.13,2,3,27,2023,3
50467,1129,2023-07-18,320.73,3,3,13,2023,3
50468,1058,2023-07-05,572.5,3,3,23,2023,3
50476,1034,2023-09-14,34.15,1,1,17,2023,3
50477,1050,2023-07-22,32.67,1,1,30,2023,3
50484,1035,2023-07-18,546.61,4,5,11,2023,3
50494,1160,2023-09-10,1616.89,6,11,5,2023,3
50495,1402,2023-08-15,2208.44,6,14,12,2023,3
50512,1100,2023-09-27,2085.33,4,6,25,2023,3
50522,1282,2023-09-24,659.82,3,3,11,2023,3
50547,1020,2023-08-13,721.29,2,2,9,2023,3
50552,1342,2023-07-31,276.42,3,5,25,2023,3
50562,1379,2023-09-27,538.22,5,7,20,2023,3
50571,1498,2023-08-17,283.2,1,1,5,2023,3
50582,1143,2023-08-05,617.13,1,1,19,2023,3
50583,1076,2023-07-11,772.14,3,4,26,2023,3
50587,1338,2023-08-24,242.09,3,6,1,2023,3
50592,1245,2023-08-04,99.46,1,1,19,2023,3
50603,1085,2023-09-22,443.61,3,4,15,2023,3
50604,1472,2023-07-04,102.99,1,1,8,2023,3
50615,1087,2023-08-13,209.34,1,1,4,2023,3
50626,1035,2023-08-24,124.86,2,2,22,2023,3
50629,1008,2023-07-27,1179.01,3,7,3,2023,3
50651,1219,2023-08-23,35.2,1,1,9,2023,3
50662,1392,2023-08-27,1821.38,4,6,2,2023,3
50667,1131,2023-07-13,1611.92,6,8,29,2023,3
50679,1299,2023-09-17,203.62,2,3,3,2023,3
50685,1386,2023-07-28,848.58,3,4,25,2023,3
50688,1247,2023-07-03,707.38,3,4,30,2023,3
50701,1051,2023-08-08,1607.01,3,5,5,2023,3
50714,1032,2023-09-27,1649.06,2,3,4,2023,3
50732,1357,2023-08-26,864.92,5,8,5,2023,3
50735,1184,2023-09-02,484.74,2,3,21,2023,3
50742,1300,2023-07-25,1220.59,4,6,22,2023,3
50751,1141,2023-08-20,1203.4,2,4,13,2023,3
50752,1310,2023-07-19,799.59,4,5,27,2023,3
50762,1489,2023-09-21,1877.18,4,8,12,2023,3
50765,1294,2023-09-14,434.07,6,10,21,2023,3
50769,1394,2023-09-07,708.47,4,4,15,2023,3
50778,1403,2023-08-14,126.09,1,1,30,2023,3
50785,1426,2023-09-27,1178.31,6,12,30,2023,3
50791,1476,2023-07-02,78.36,2,2,29,2023,3
50793,1181,2023-08-12,326.69,2,3,4,2023,3
50795,1137,2023-07-07,444.07,4,5,17,2023,3
50797,1349,2023-07-14,707.82,6,7,1,2023,3
50799,1102,2023-08-29,852.3,3,3,28,2023,3
50800,1376,2023-09-05,582.08,2,2,24,2023,3
50801,1446,2023-09-29,491.02,3,3,17,2023,3
50802,1105,2023-08-23,1714.04,5,7,18,2023,3
50819,1251,2023-07-07,1390.9,3,5,16,2023,3
50840,1132,2023-07-11,159.48,2,3,21,2023,3
50841,1280,2023-09-27,1066.38,3,5,4,2023,3
50846,1217,2023-08-04,1939.58,4,7,22,2023,3
50851,1230,2023-07-04,183.0,2,3,29,2023,3
50859,1195,2023-07-20,1874.83,3,5,3,2023,3
50909,1175,2023-08-22,541.06,2,2,11,2023,3
50923,1372,2023-08-29,2598.63,4,8,4,2023,3
50924,1338,2023-09-15,415.17,2,4,10,2023,3
50927,1040,2023-08-04,814.13,4,7,15,2023,3
50939,1158,2023-08-23,2099.25,4,8,18,2023,3
50953,1276,2023-07-01,152.2,2,2,12,2023,3
50966,1211,2023-09-24,684.61,4,8,21,2023,3
50982,1191,2023-07-13,246.73,2,3,4,2023,3
50989,1112,2023-09-27,375.09,3,4,17,2023,3
50991,1320,2023-09-03,189.09,3,4,7,2023,3
50999,1211,2023-07-12,2160.21,2,4,11,2023,3
51010,1011,2023-07-10,349.54,2,4,15,2023,3
51015,1004,2023-08-27,764.16,4,4,23,2023,3
51027,1028,2023-09-30,1205.07,3,4,30,2023,3
51030,1240,2023-07-05,3313.87,5,6,11,2023,3
51036,1365,2023-09-12,476.78,5,6,14,2023,3
51040,1017,2023-07-23,817.92,4,7,14,2023,3
51086,1375,2023-07-17,412.58,2,5,7,2023,3
51114,1317,2023-09-02,220.97,2,3,15,2023,3
51131,1016,2023-07-26,151.61,1,1,4,2023,3
51139,1302,2023-09-20,174.04,2,3,27,2023,3
51143,1006,2023-08-02,1407.52,3,6,26,2023,3
51154,1315,2023-09-30,254.85,3,4,23,2023,3
51158,1039,2023-08-10,216.28,2,3,11,2023,3
51161,1371,2023-08-25,567.68,5,5,9,2023,3
51163,1097,2023-07-17,1054.95,3,6,4,2023,3
51166,1320,2023-07-03,1845.67,3,7,7,2023,3
51190,1279,2023-08-08,1135.91,6,7,14,2023,3
51202,1113,2023-08-08,91.16,1,1,19,2023,3
51213,1070,2023-09-29,213.06,3,3,8,2023,3
51215,1127,2023-08-27,851.48,3,4,8,2023,3
