OrderID,CustomerID,OrderDate,OrderTotal,NumLines,TotalQuantity,SalespersonID,Year,Quarter
50001,1002,2024-04-07,170.2,1,4,22,2024,2
50012,1494,2024-05-03,37.15,1,1,23,2024,2
50014,1019,2024-06-30,571.26,5,8,29,2024,2
50037,1461,2024-05-16,5537.41,5,13,2,2024,2
50068,1339,2024-06-16,784.49,2,2,6,2024,2
50080,1425,2024-06-19,1056.86,2,2,11,2024,2
50085,1280,2024-05-23,1443.67,3,3,2,2024,2
50087,1352,2024-05-07,748.29,3,3,23,2024,2
50093,1342,2024-05-20,283.21,4,4,16,2024,2
50095,1399,2024-06-07,1550.82,3,3,14,2024,2
50101,1135,2024-04-20,100.61,2,3,1,2024,2
50123,1204,2024-04-12,3203.58,5,6,14,2024,2
50126,1435,2024-05-04,2290.69,5,8,14,2024,2
50144,1247,2024-05-14,202.81,2,2,30,2024,2
50156,1265,2024-06-19,726.9,6,11,10,2024,2
50173,1384,2024-05-18,134.88,2,2,10,2024,2
50176,1025,2024-06-03,462.62,4,7,28,2024,2
50184,1438,2024-05-25,177.7,3,3,1,2024,2
50186,1060,2024-05-24,921.26,5,8,21,2024,2
50196,1455,2024-06-04,620.12,2,2,8,2024,2
50208,1366,2024-04-08,2850.05,5,6,12,2024,2
50235,1395,2024-04-06,400.25,4,4,5,2024,2
50237,1301,2024-05-31,430.28,2,3,1,2024,2
50238,1068,2024-05-25,2238.57,5,11,21,2024,2
50239,1002,2024-06-27,720.86,3,5,27,2024,2
50243,1247,2024-06-04,733.02,4,4,25,2024,2
50287,1006,2024-06-19,3893.63,4,7,22,2024,2
50301,1416,2024-04-08,771.99,3,4,16,2024,2
50308,1121,2024-06-07,435.77,2,2,27,2024,2
50332,1150,2024-04-04,115.24,1,1,3,2024,2
50336,1376,2024-06-10,1521.77,4,4,15,2024,2
50356,1162,2024-06-22,265.94,4,4,25,2024,2
50359,1402,2024-06-01,2048.83,6,11,27,2024,2
50369,1316,2024-06-27,906.41,4,6,27,2024,2
50374,1177,2024-04-01,1152.2,6,7,24,2024,2
50384,1466,2024-06-13,552.73,3,4,26,2024,2
50386,1191,2024-06-10,199.11,2,3,12,2024,2
50387,1411,2024-06-04,44.34,1,1,27,2024,2
50388,1228,2024-05-13,335.5,2,2,13,2024,2
50395,1275,2024-06-30,337.33,3,8,6,2024,2
50431,1183,2024-05-29,752.39,4,7,25,2024,2
50439,1015,2024-04-30,351.7,5,7,11,2024,2
50440,1080,2024-06-30,2088.84,4,8,16,2024,2
50463,1435,2024-06-08,745.55,4,7,1,2024,2
50485,1162,2024-05-12,603.74,5,7,2,2024,2
50502,1245,2024-04-18,1044.02,5,8,25,2024,2
50516,1434,2024-06-03,685.3,4,4,18,2024,2
50530,1068,2024-04-20,1279.64,5,8,7,2024,2
50531,1256,2024-06-06,194.2,2,3,8,2024,2
50533,1186,2024-05-29,886.78,4,9,7,2024,2
50548,1389,2024-05-14,547.86,6,6,19,2024,2
50555,1240,2024-04-10,255.35,3,3,23,2024,2
50559,1360,2024-06-17,515.4,2,3,25,2024,2
50569,1039,2024-06-13,125.02,2,3,6,2024,2
50577,1003,2024-05-28,415.14,4,6,22,2024,2
50590,1058,2024-05-08,1669.84,6,7,14,2024,2
50591,1345,2024-05-05,299.91,3,4,10,2024,2
50612,1110,2024-04-04,633.17,3,4,6,2024,2
50613,1310,2024-04-27,333.92,3,5,19,2024,2
50614,1444,2024-05-08,842.55,5,8,15,2024,2
50621,1337,2024-06-07,526.07,4,7,26,2024,2
50624,1175,2024-04-09,190.55,2,2,8,2024,2
50631,1465,2024-05-31,1136.49,6,10,18,2024,2
50635,1090,2024-05-02,752.08,4,5,1,2024,2
50639,1272,2024-05-30,72.58,1,1,13,2024,2
50641,1047,2024-05-08,2619.12,1,3,12,2024,2
50647,1220,2024-06-18,1525.45,5,6,10,2024,2
50650,1357,2024-06-26,1400.58,4,7,6,2024,2
50661,1130,2024-05-03,360.89,3,3,30,2024,2
50690,1284,2024-05-10,909.99,5,8,25,2024,2
50698,1117,2024-04-02,767.14,3,4,14,2024,2
50711,1074,2024-04-27,2245.05,3,4,30,2024,2
50724,1327,2024-05-21,1608.86,3,4,25,2024,2
50731,1261,2024-06-12,812.45,5,5,22,2024,2
50756,1208,2024-06-02,1116.37,5,8,9,2024,2
50758,1037,2024-05-30,344.52,3,3,1,2024,2
50761,1411,2024-06-09,2050.48,3,5,21,2024,2
50768,1288,2024-05-10,177.07,3,3,17,2024,2
50814,1434,2024-05-08,157.69,2,2,9,2024,2
50816,1161,2024-05-19,1439.82,5,9,2,2024,2
50820,1391,2024-06-07,271.64,2,2,2,2024,2
50824,1027,2024-06-22,711.83,4,8,10,2024,2
50827,1016,2024-05-29,188.04,2,2,6,2024,2
50832,1357,2024-06-14,2575.24,3,5,10,2024,2
50845,1094,2024-05-25,707.54,4,9,17,2024,2
50862,1076,2024-04-29,915.79,4,5,15,2024,2
50867,1322,2024-06-13,1593.35,2,4,7,2024,2
50877,1130,2024-05-02,155.79,2,5,22,2024,2
50879,1049,2024-04-05,1560.32,3,3,14,2024,2
50895,1261,2024-05-14,589.58,4,6,3,2024,2
50899,1146,2024-04-19,142.86,2,6,6,2024,2
50919,1266,2024-04-06,1260.53,5,9,24,2024,2
50943,1067,2024-06-23,341.09,2,2,1,2024,2
50948,1442,2024-05-02,820.78,4,4,16,2024,2
50958,1222,2024-06-20,2789.69,6,7,9,2024,2
50972,1146,2024-04-25,513.49,4,4,4,2024,2
50974,1352,2024-05-18,492.46,5,8,8,2024,2
50997,1380,2024-06-28,951.5,3,5,30,2024,2
51003,1326,2024-04-11,791.75,4,6,4,2024,2
51004,1316,2024-04-08,808.13,3,7,14,2024,2
51006,1318,2024-05-18,2591.35,4,8,14,2024,2
51017,1007,2024-05-20,1025.14,4,6,14,2024,2
51044,1106,2024-04-29,838.42,4,7,25,2024,2
51052,1129,2024-05-07,106.23,2,2,17,2024,2
51067,1353,2024-05-01,28.93,2,2,24,2024,2
51080,1064,2024-05-14,184.5,2,2,10,2024,2
51094,1356,2024-05-16,927.84,4,4,3,2024,2
51098,1374,2024-04-24,1206.78,4,8,26,2024,2
51103,1035,2024-06-27,109.78,1,1,10,2024,2
51104,1079,2024-04-05,1135.36,4,5,25,2024,2
51107,1187,2024-04-09,370.2,2,5,3,2024,2
51109,1326,2024-06-02,1264.5,6,7,25,2024,2
51119,1097,2024-06-20,772.25,3,3,28,2024,2
51120,1349,2024-05-24,2975.06,6,9,10,2024,2
51126,1049,2024-06-19,2240.61,6,10,8,2024,2
51132,1054,2024-05-12,328.12,4,4,17,2024,2
51137,1250,2024-06-22,1477.0,3,4,11,2024,2
51144,1335,2024-05-18,329.08,2,2,25,2024,2
51146,1040,2024-04-24,193.79,3,3,22,2024,2
51159,1491,2024-06-15,1104.12,5,6,24,2024,2
51172,1345,2024-04-14,452.05,3,3,2,2024,2
51177,1205,2024-05-31,1003.97,5,7,17,2024,2
51179,1080,2024-06-30,799.49,3,9,7,2024,2
51194,1492,2024-04-08,1926.21,3,4,1,2024,2
51211,1019,2024-04-16,1415.21,3,4,13,2024,2
51222,1405,2024-05-09,166.36,1,1,5,2024,2
51223,1088,2024-05-14,368.13,2,2,9,2024,2
51248,1167,2024-05-29,945.95,4,6,30,2024,2
51252,1201,2024-04-01,1282.88,2,3,13,2024,2
51254,1294,2024-05-31,314.56,4,4,24,2024,2
51264,1204,2024-05-28,355.77,2,4,1,2024,2
51269,1101,2024-05-14,934.97,4,5,23,2024,2
51273,1376,2024-06-20,78.98,1,1,6,2024,2
51305,1230,2024-04-27,975.33,6,8,24,2024,2
51335,1194,2024-06-04,552.12,3,4,7,2024,2
51339,1305,2024-06-28,562.04,4,4,13,2024,2
51341,1101,2024-05-27,411.8,4,4,19,2024,2
51342,1494,2024-04-13,1390.36,3,7,11,2024,2
51345,1126,2024-06-26,898.59,3,5,5,2024,2
51364,1195,2024-06-17,884.68,3,5,9,2024,2
51373,1168,2024-04-04,286.7,4,5,7,2024,2
51381,1361,2024-06-20,278.09,3,4,13,2024,2
51388,1285,2024-06-29,204.81,4,4,17,2024,2
51413,1399,2024-05-03,227.87,2,3,21,2024,2
51414,1068,2024-05-29,632.15,4,6,19,2024,2
51419,1198,2024-05-18,807.16,3,3,5,2024,2
